CSV_Age,Day_mth_year_cat,Pet_ageMonths,Breed,Color,Outcome_Type,Fixed,Sex
2,months,2,German Shepherd Mix,Brown/White,Adoption,Spayed,Female
2,months,2,Redbone Hound Mix,Red/White,Adoption,Neutered,Male
2,months,2,Labrador Retriever/Pit Bull,Tan,Euthanasia,Intact,Female
2,months,2,German Shepherd/Labrador Retriever,Brown/Black,Adoption,Spayed,Female
2,months,2,Cardigan Welsh Corgi/Australian Cattle Dog,Red/Black,Adoption,Spayed,Female
10,months,10,Chihuahua Longhair/Pomeranian,Black,Adoption,Spayed,Female
6,months,6,Bulldog Mix,Tricolor,Adoption,Spayed,Female
2,months,2,Labrador Retriever/Pit Bull,Black,Adoption,Neutered,Male
6,months,6,Labrador Retriever Mix,Chocolate,Adoption,Spayed,Female
9,months,9,Dachshund/Chihuahua Shorthair,Tricolor,Adoption,Intact,Female
6,months,6,Pit Bull,White,Adoption,Spayed,Female
6,months,6,Boxer Mix,Brown,Adoption,Spayed,Female
5,months,5,Australian Kelpie,Brown/White,Transfer,Neutered,Male
2,months,2,Black Mouth Cur Mix,Brown/White,Adoption,Neutered,Male
5,months,5,Great Pyrenees Mix,White/Tan,Return_to_owner,Intact,Male
2,months,2,Australian Shepherd/Labrador Retriever,Sable/White,Transfer,Neutered,Male
2,months,2,Black Mouth Cur/Catahoula,Tan/White,Adoption,Spayed,Female
2,months,2,Chihuahua Shorthair/Cairn Terrier,Brown,Adoption,Neutered,Male
4,months,4,Miniature Pinscher Mix,Black/Brown,Adoption,Spayed,Female
5,months,5,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White,Adoption,Spayed,Female
7,months,7,Chow Chow/Australian Cattle Dog,Tricolor,Adoption,Spayed,Female
8,months,8,Anatol Shepherd/Redbone Hound,Brown/Black,Transfer,Neutered,Male
2,months,2,Chihuahua Shorthair Mix,Tan,Adoption,Neutered,Male
3,months,3,Pit Bull Mix,Yellow Brindle/White,Transfer,Intact,Female
10,months,10,Pug Mix,White/Tan,Adoption,Neutered,Male
10,months,10,Pointer/Pit Bull,Black/White,Adoption,Spayed,Female
5,months,5,Chihuahua Shorthair/Dachshund,White/Tan,Adoption,Spayed,Female
2,months,2,Pit Bull Mix,Brown Brindle,Adoption,Neutered,Male
2,months,2,Chihuahua Shorthair/Dachshund,Black/Tan,Adoption,Spayed,Female
5,months,5,Yorkshire Terrier Mix,Silver/Tan,Transfer,Neutered,Male
7,months,7,Siberian Husky/Catahoula,Brown Brindle,Adoption,Spayed,Female
6,months,6,Beagle/Boxer,Tan/Black,Adoption,Spayed,Female
2,months,2,Pit Bull Mix,White/Tan,Transfer,Intact,Male
2,months,2,Labrador Retriever,Black,Transfer,Spayed,Female
5,months,5,Miniature Schnauzer Mix,Black/White,Transfer,Neutered,Male
4,months,4,German Shepherd Mix,Black/Brown,Adoption,Spayed,Female
2,months,2,Pit Bull Mix,Black/White,Adoption,Neutered,Male
2,months,2,Dachshund Wirehair Mix,White/Black,Transfer,Intact,Male
2,months,2,Jack Russell Terrier/Welsh Terrier,Tan/White,Adoption,Spayed,Female
6,months,6,Harrier Mix,White/Brown,Transfer,Neutered,Male
3,months,3,Labrador Retriever Mix,Black,Transfer,Intact,Male
10,months,10,Labrador Retriever Mix,Brown/White,Transfer,Intact,Female
2,months,2,Labrador Retriever Mix,Brown/Black,Adoption,Spayed,Female
11,months,11,German Shepherd Mix,Black/White,Adoption,Neutered,Male
5,months,5,Labrador Retriever Mix,Cream,Transfer,Neutered,Male
3,months,3,Labrador Retriever/Pointer,Black/White,Transfer,Spayed,Female
2,months,2,Labrador Retriever Mix,Black,Adoption,Spayed,Female
2,months,2,Labrador Retriever/Pit Bull,Brown Brindle/White,Adoption,Spayed,Female
2,months,2,English Cocker Spaniel Mix,Sable,Adoption,Intact,Female
8,months,8,Labrador Retriever/Rottweiler,Black,Adoption,Spayed,Female
10,months,10,Flat Coat Retriever Mix,Black,Transfer,Neutered,Male
2,months,2,Australian Cattle Dog Mix,Black/White,Transfer,Intact,Female
10,months,10,Pit Bull Mix,Gray/White,Return_to_owner,Neutered,Male
4,months,4,Jack Russell Terrier,White,Adoption,Spayed,Female
10,months,10,Australian Cattle Dog Mix,Brown Brindle/White,Adoption,Spayed,Female
4,months,4,Pointer Mix,Black/White,Adoption,Spayed,Female
5,months,5,Border Collie Mix,Black/White,Adoption,Neutered,Male
6,months,6,Australian Cattle Dog Mix,White/Red Tick,Transfer,Neutered,Male
10,months,10,German Shepherd Mix,Black/Tan,Transfer,Neutered,Male
2,months,2,English Pointer Mix,White/Tan,Adoption,Neutered,Male
8,months,8,Pit Bull Mix,White/Brown,Return_to_owner,Intact,Female
8,months,8,Australian Cattle Dog Mix,White/Brown Brindle,Adoption,Neutered,Male
3,months,3,Rhod Ridgeback Mix,Tan/White,Adoption,Neutered,Male
3,months,3,Jack Russell Terrier Mix,Chocolate,Transfer,Intact,Female
2,months,2,Jack Russell Terrier/Australian Cattle Dog,White/Brown,Adoption,Spayed,Female
4,months,4,American Bulldog Mix,White/Brown,Adoption,Neutered,Male
4,months,4,Pit Bull Mix,Tan,Adoption,Neutered,Male
7,months,7,Pit Bull Mix,Brown Brindle,Transfer,Spayed,Female
2,months,2,Pit Bull Mix,Blue/White,Transfer,Intact,Male
10,months,10,Great Pyrenees Mix,White,Return_to_owner,Spayed,Female
2,months,2,Chihuahua Shorthair Mix,Sable/White,Adoption,Neutered,Male
11,months,11,Labrador Retriever Mix,Black,Transfer,Spayed,Female
10,months,10,German Shepherd Mix,Brown/Black,Adoption,Spayed,Female
6,months,6,Labrador Retriever Mix,Black,Return_to_owner,Neutered,Male
2,months,2,Pit Bull Mix,Brown Brindle,Adoption,Spayed,Female
2,months,2,Toy Poodle Mix,White,Transfer,Spayed,Female
3,months,3,Pit Bull/Plott Hound,Brown Brindle/White,Transfer,Intact,Female
2,months,2,Cairn Terrier/Chihuahua Shorthair,Brown Brindle,Adoption,Neutered,Male
4,months,4,Labrador Retriever/German Shepherd,Tan/White,Transfer,Intact,Female
6,months,6,Pug Mix,Buff,Transfer,Intact,Male
7,months,7,Siberian Husky Mix,Red/White,Euthanasia,Intact,Male
2,months,2,Catahoula Mix,Tricolor,Adoption,Spayed,Female
2,months,2,German Shepherd Mix,Sable/White,Transfer,Intact,Male
5,months,5,Pit Bull Mix,White/Gray,Adoption,Spayed,Female
2,months,2,German Shepherd/Labrador Retriever,Black/White,Adoption,Neutered,Male
4,months,4,Plott Hound Mix,Black Brindle/White,Return_to_owner,Spayed,Female
7,months,7,Border Collie/German Shepherd,Black/White,Transfer,Intact,Female
9,months,9,Border Collie Mix,White/Tan,Transfer,Spayed,Female
2,months,2,Labrador Retriever/Staffordshire,White/Brown Brindle,Adoption,Intact,Female
2,months,2,Chihuahua Shorthair,Black/White,Adoption,Neutered,Male
2,months,2,German Shepherd/Catahoula,Black/Brown Brindle,Adoption,Spayed,Female
5,months,5,Cardigan Welsh Corgi Mix,Tricolor/Black,Adoption,Spayed,Female
2,months,2,German Shepherd Mix,Red,Adoption,Neutered,Male
2,months,2,Labrador Retriever Mix,Yellow,Adoption,Spayed,Female
6,months,6,Pit Bull Mix,Brown Brindle/White,Adoption,Spayed,Female
4,months,4,German Shepherd/Alaskan Malamute,Sable/White,Adoption,Neutered,Male
5,months,5,Plott Hound Mix,Black Brindle/White,Adoption,Neutered,Male
6,months,6,Labrador Retriever/Siberian Husky,Brown/White,Transfer,Intact,Male
2,months,2,Labrador Retriever/Pit Bull,Brown Brindle/White,Adoption,Spayed,Female
6,months,6,Rhod Ridgeback Mix,Tan,Transfer,Intact,Male
8,months,8,Pit Bull Mix,Red/White,Transfer,Spayed,Female
2,months,2,Dachshund Wirehair/Border Terrier,Brown,Adoption,Neutered,Male
7,months,7,Pug/Beagle,Tan/White,Adoption,Neutered,Male
2,months,2,Jack Russell Terrier Mix,White/Brown,Adoption,Neutered,Male
7,months,7,Pit Bull Mix,Tan/White,Transfer,Intact,Female
2,months,2,Pointer Mix,Black/White,Transfer,Intact,Female
2,months,2,Doberman Pinsch Mix,Chocolate/Tan,Adoption,Neutered,Male
2,months,2,Pit Bull Mix,White/Brown,Adoption,Spayed,Female
2,months,2,Soft Coated Wheaten Terrier Mix,Tan,Adoption,Spayed,Female
2,months,2,Anatol Shepherd,Red,Adoption,Spayed,Female
6,months,6,Rat Terrier Mix,Black/White,Died,Intact,Male
11,months,11,Pit Bull Mix,Blue,Adoption,Spayed,Female
3,months,3,Catahoula,Brown Merle/White,Adoption,Neutered,Male
7,months,7,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
10,months,10,Australian Cattle Dog Mix,White/Black,Adoption,Neutered,Male
10,months,10,Rat Terrier/Dachshund,Black/White,Transfer,Neutered,Male
2,months,2,Jack Russell Terrier Mix,White,Transfer,Intact,Female
4,months,4,Australian Cattle Dog Mix,White/Black,Adoption,Neutered,Male
2,months,2,Rat Terrier/Miniature Poodle,White/Black,Adoption,Spayed,Female
5,months,5,Australian Cattle Dog Mix,Chocolate/White,Transfer,Intact,Female
10,months,10,Rottweiler,Black/Tan,Adoption,Spayed,Female
4,months,4,Border Collie Mix,Black/White,Adoption,Neutered,Male
4,months,4,Border Collie Mix,Brown/White,Adoption,Spayed,Female
2,months,2,Yorkshire Terrier/Miniature Poodle,White/Black,Return_to_owner,Neutered,Male
2,months,2,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
10,months,10,Border Terrier Mix,Black,Transfer,Neutered,Male
6,months,6,Catahoula Mix,Blue Merle/Tan,Adoption,Neutered,Male
2,months,2,Jack Russell Terrier,White/Brown,Adoption,Neutered,Male
2,months,2,Collie Smooth Mix,Brown/White,Adoption,Spayed,Female
3,months,3,Dachshund Mix,Red/White,Adoption,Neutered,Male
10,months,10,West Highland/Cairn Terrier,White/Gray,Return_to_owner,Neutered,Male
10,months,10,Queensland Heeler Mix,Black/Blue Tick,Adoption,Neutered,Male
2,months,2,Pug/Chihuahua Shorthair,Brown,Adoption,Spayed,Female
2,months,2,German Shepherd/Border Collie,Tricolor,Adoption,Neutered,Male
5,months,5,Manchester Terrier Mix,Black/Brown,Transfer,Intact,Male
2,months,2,Australian Cattle Dog Mix,Tricolor,Adoption,Spayed,Female
4,months,4,German Shepherd Mix,Black/Tan,Transfer,Neutered,Male
2,months,2,Chihuahua Shorthair/Dachshund,Brown,Return_to_owner,Neutered,Male
2,months,2,Australian Cattle Dog Mix,Tricolor,Adoption,Spayed,Female
2,months,2,Black Mouth Cur Mix,Brown/White,Adoption,Neutered,Male
9,months,9,Miniature Schnauzer/Miniature Poodle,Buff/Brown,Adoption,Spayed,Female
2,months,2,Chihuahua Shorthair,Black,Adoption,Spayed,Female
10,months,10,Labrador Retriever Mix,Tan,Adoption,Spayed,Female
2,months,2,Pit Bull Mix,Tan/White,Adoption,Spayed,Female
2,months,2,Labrador Retriever Mix,Black/Brown Brindle,Adoption,Neutered,Male
2,months,2,Anatol Shepherd Mix,Sable/Black,Adoption,Spayed,Female
2,months,2,Chihuahua Shorthair Mix,White/Chocolate,Transfer,Neutered,Male
11,months,11,Pembroke Welsh Corgi Mix,Tricolor,Adoption,Neutered,Male
4,months,4,Chihuahua Shorthair Mix,White,Transfer,Intact,Male
11,months,11,Labrador Retriever Mix,Black,Adoption,Spayed,Female
9,months,9,Pit Bull Mix,Blue/White,Adoption,Spayed,Female
5,months,5,Beagle Mix,White/Tan,Transfer,Spayed,Female
3,months,3,Dachshund Wirehair Mix,Tan,Euthanasia,Intact,Male
10,months,10,Pit Bull Mix,Chocolate/White,Adoption,Neutered,Male
2,months,2,Anatol Shepherd/Labrador Retriever,Cream,Transfer,Intact,Female
2,months,2,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
10,months,10,Rat Terrier Mix,Black/White,Adoption,Neutered,Male
6,months,6,Australian Cattle Dog Mix,Brown Merle/White,Adoption,Neutered,Male
4,months,4,Pembroke Welsh Corgi Mix,White/Cream,Adoption,Neutered,Male
7,months,7,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
4,months,4,Pit Bull/Labrador Retriever,Black/White,Return_to_owner,Neutered,Male
5,months,5,Rat Terrier Mix,Black/Tan,Transfer,Intact,Male
11,months,11,Chihuahua Shorthair Mix,Brown Brindle/White,Adoption,Neutered,Male
3,months,3,Border Collie Mix,Chocolate,Adoption,Spayed,Female
3,months,3,Rat Terrier Mix,White/Brown,Adoption,Intact,Female
10,months,10,Labrador Retriever/Anatol Shepherd,Yellow,Adoption,Spayed,Female
5,months,5,Norwich Terrier Mix,Cream,Return_to_owner,Spayed,Female
11,months,11,Labrador Retriever/Boxer,Black/White,Return_to_owner,Spayed,Female
4,months,4,Labrador Retriever Mix,Yellow,Adoption,Spayed,Female
8,months,8,German Shepherd Mix,Sable,Return_to_owner,Neutered,Male
4,months,4,Cardigan Welsh Corgi Mix,Black Brindle/White,Adoption,Neutered,Male
3,months,3,Pit Bull/Rottweiler,Black/White,Return_to_owner,Neutered,Male
10,months,10,Australian Kelpie Mix,Black/White,Adoption,Spayed,Female
6,months,6,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
2,months,2,Labrador Retriever,White,Adoption,Spayed,Female
5,months,5,Boxer/Neapolitan Mastiff,Tan/White,Adoption,Spayed,Female
3,months,3,Soft Coated Wheaten Terrier Mix,Buff,Adoption,Neutered,Male
8,months,8,Pit Bull Mix,White/Brown Brindle,Euthanasia,Intact,Female
2,months,2,Rat Terrier Mix,Tricolor,Euthanasia,Intact,Female
5,months,5,Chihuahua Shorthair Mix,Tan,Adoption,Neutered,Male
3,months,3,Pit Bull Mix,Black Brindle/White,Adoption,Spayed,Female
3,months,3,Smooth Fox Terrier Mix,White/Tan,Adoption,Neutered,Male
8,months,8,Australian Cattle Dog Mix,White/Red Tick,Adoption,Neutered,Male
4,months,4,Boxer/German Shepherd,Brown,Transfer,Spayed,Female
2,months,2,Pointer Mix,Black/Brown,Transfer,Intact,Female
10,months,10,Australian Cattle Dog Mix,Red,Adoption,Spayed,Female
10,months,10,Great Pyrenees/Anatol Shepherd,Tan/Cream,Return_to_owner,Intact,Male
11,months,11,Jack Russell Terrier Mix,White/Black,Transfer,Intact,Female
2,months,2,Pointer Mix,Black/White,Adoption,Spayed,Female
2,months,2,Newfoundland Mix,White/Black,Adoption,Neutered,Male
2,months,2,Siberian Husky/German Shepherd,Black/Tricolor,Adoption,Neutered,Male
1,week,0.25,Labrador Retriever Mix,Brown,,Unknown,
1,week,0.25,German Shepherd Mix,Sable,,Intact,Female
1,week,0.25,Chihuahua Shorthair Mix,Cream,,Unknown,
1,week,0.25,Labrador Retriever Mix,White,,Unknown,
1,week,0.25,German Shepherd Mix,Sable,,Intact,Male
1,week,0.25,German Shepherd Mix,Sable,,Intact,Male
1,week,0.25,Pit Bull Mix,Brown/White,,Intact,Male
1,week,0.25,Pit Bull Mix,Brown/White,,Intact,Male
1,week,0.25,Pit Bull Mix,Brown/White,,Intact,Female
1,week,0.25,Labrador Retriever Mix,Cream,,Intact,Male
1,week,0.25,Labrador Retriever Mix,White,,Unknown,
1,week,0.25,Labrador Retriever Mix,White,Transfer,Unknown,
1,week,0.25,Pit Bull Mix,White,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Cream,Transfer,Intact,Female
1,week,0.25,Chihuahua Shorthair Mix,Brown/Black,Transfer,Unknown,
1,week,0.25,Chihuahua Shorthair Mix,Brown/Black,Transfer,Unknown,
1,week,0.25,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Sable,Transfer,Intact,Male
1,week,0.25,German Shepherd Mix,Tan,Transfer,Intact,Male
1,week,0.25,Labrador Retriever Mix,Brown/Black,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,White,Transfer,Unknown,
1,week,0.25,German Shepherd Mix,Sable,Transfer,Intact,Male
1,week,0.25,Chihuahua Shorthair Mix,Black/Tan,Died,Intact,Female
1,week,0.25,Labrador Retriever Mix,Cream,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Black,Transfer,Unknown,
1,week,0.25,Labrador Retriever Mix,Cream,Transfer,Intact,Female
1,week,0.25,Pit Bull Mix,Brown/White,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Black/White,Transfer,Unknown,
1,week,0.25,Labrador Retriever Mix,White,Transfer,Unknown,
1,week,0.25,German Shepherd Mix,Sable,Transfer,Intact,Male
1,week,0.25,German Shepherd Mix,Sable,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Brown/Black,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Black/White,Transfer,Intact,Male
1,week,0.25,Pit Bull Mix,Brown/White,Transfer,Intact,Female
1,week,0.25,Labrador Retriever Mix,Black,Transfer,Unknown,
1,week,0.25,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
1,week,0.25,Chihuahua Shorthair Mix,White/Black,Transfer,Unknown,
1,week,0.25,Labrador Retriever Mix,White,Transfer,Unknown,
4,weeks,1,German Shepherd/Boxer,Sable,,Intact,Male
2,weeks,0.5,Pit Bull Mix,Black/White,,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,White/Black,,Intact,Female
4,weeks,1,Australian Shepherd Mix,White/Tan,,Intact,Female
3,weeks,0.75,Australian Kelpie Mix,Black/Brown,,Intact,Male
4,weeks,1,Labrador Retriever Mix,Black,,Intact,Female
4,weeks,1,German Shepherd/Mastiff,Black/Tan,,Intact,Female
2,weeks,0.5,Chihuahua Shorthair/Jack Russell Terrier,White,,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,White/Blue Merle,,Intact,Male
3,weeks,0.75,Pit Bull Mix,White/Brown,,Intact,Male
4,weeks,1,Chow Chow Mix,Black/Brown,,Unknown,
2,weeks,0.5,Pit Bull Mix,Brown/White,,Intact,Female
4,weeks,1,German Shepherd/Boxer,Sable,,Intact,Male
4,weeks,1,Chow Chow Mix,Sable,,Intact,Male
1,weeks,0.25,Chihuahua Shorthair Mix,Sable,,Intact,Male
1,weeks,0.25,Yorkshire Terrier Mix,Tricolor,,Intact,Male
3,weeks,0.75,Pointer Mix,White/Black,,Intact,Male
4,weeks,1,Labrador Retriever Mix,Red/White,,Intact,Female
2,weeks,0.5,Border Collie Mix,Black/White,,Intact,Female
4,weeks,1,Black Mouth Cur Mix,Tan,,Intact,Male
4,weeks,1,Bernese Mountain Dog,Tricolor,,Intact,Female
1,weeks,0.25,Pit Bull Mix,Black/White,,Intact,Female
2,weeks,0.5,Labrador Retriever Mix,Blue Merle,,Intact,Male
3,weeks,0.75,Pointer Mix,White/Black,,Intact,Male
1,weeks,0.25,American Staffordshire Terrier,Black/White,,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,Brown/White,,Unknown,
3,weeks,0.75,Pit Bull Mix,White/Brown,,Intact,Female
2,weeks,0.5,Labrador Retriever Mix,Brown Brindle/White,,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Cream/White,,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Black/White,,Intact,Male
5,weeks,1.25,Border Collie/Labrador Retriever,Black/White,,Intact,Male
4,weeks,1,Chihuahua Shorthair Mix,Tan/Black,,Intact,Male
3,weeks,0.75,Pit Bull Mix,Brown/White,,Intact,Male
3,weeks,0.75,Chihuahua Shorthair Mix,Chocolate/White,,Intact,Female
1,weeks,0.25,Shih Tzu Mix,White/Brown,,Intact,Female
1,weeks,0.25,Chihuahua Shorthair/Jack Russell Terrier,White/Black,,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Sable/White,,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Black/White,,Intact,Male
1,weeks,0.25,American Staffordshire Terrier,Tricolor,,Intact,Male
1,weeks,0.25,Pit Bull Mix,Black/White,,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Brown/White,,Intact,Male
2,weeks,0.5,Border Collie Mix,Chocolate/Tan,,Intact,Male
3,weeks,0.75,Pit Bull Mix,White/Brown,,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,Black/White,,Unknown,
2,weeks,0.5,Pit Bull Mix,Black Brindle/White,,Intact,Female
3,weeks,0.75,Pit Bull Mix,Black/White,,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,Tan,,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Black/White,,Intact,Male
2,weeks,0.5,Chihuahua Shorthair Mix,Brown,,Intact,Female
2,weeks,0.5,Pit Bull Mix,Black/White,,Intact,Male
3,weeks,0.75,Pit Bull Mix,Tan/White,,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,Black,,Intact,Female
2,weeks,0.5,Anatol Shepherd Mix,Sable,,Intact,Female
2,weeks,0.5,Pit Bull Mix,Brown/White,Transfer,Intact,Female
3,weeks,0.75,Pointer Mix,Chocolate/White,Transfer,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Tricolor,Return_to_owner,Intact,Male
4,weeks,1,Chihuahua Shorthair Mix,White,Transfer,Intact,Female
2,weeks,0.5,Pit Bull Mix,Brown/White,Transfer,Intact,Male
2,weeks,0.5,Border Collie Mix,Black/White,Transfer,Intact,Female
5,weeks,1.25,Australian Cattle Dog Mix,Tricolor,Transfer,Intact,Female
2,weeks,0.5,Labrador Retriever Mix,Tricolor,Transfer,Intact,Male
4,weeks,1,Labrador Retriever,Black,Transfer,Intact,Female
3,weeks,0.75,Chihuahua Longhair Mix,Black/Brown,Died,Intact,Male
4,weeks,1,Blue Lacy/American Bulldog,Black/White,Transfer,Intact,Male
2,weeks,0.5,Border Collie Mix,Black/White,Transfer,Intact,Female
2,weeks,0.5,Pit Bull Mix,Brown Brindle/White,Return_to_owner,Intact,Male
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Female
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Female
4,weeks,1,Australian Shepherd Mix,Brown,Transfer,Intact,Male
4,weeks,1,Rottweiler Mix,Black/Tan,Transfer,Intact,Female
4,weeks,1,Border Collie Mix,Black/White,Transfer,Unknown,
2,weeks,0.5,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Female
2,weeks,0.5,Anatol Shepherd Mix,Black,Transfer,Intact,Male
2,weeks,0.5,Chihuahua Shorthair Mix,Cream,Transfer,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,White/Black,Transfer,Unknown,
4,weeks,1,Chow Chow Mix,Brown,Transfer,Intact,Female
4,weeks,1,German Shepherd/Boxer,Tricolor,Transfer,Intact,Female
2,weeks,0.5,Yorkshire Terrier/Rat Terrier,Tricolor,Transfer,Intact,Male
1,weeks,0.25,Chihuahua Shorthair Mix,Tan,Transfer,Intact,Female
2,weeks,0.5,Border Collie Mix,White/Black,Transfer,Intact,Male
1,weeks,0.25,Chihuahua Shorthair Mix,Black/White,Transfer,Unknown,
2,weeks,0.5,Pit Bull Mix,Black/White,Return_to_owner,Intact,Male
4,weeks,1,Jack Russell Terrier Mix,White/Black,Transfer,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Black/White,Transfer,Intact,Male
2,weeks,0.5,Border Collie Mix,Black/White,Transfer,Intact,Female
2,weeks,0.5,Pit Bull Mix,Black/White,Return_to_owner,Intact,Female
3,weeks,0.75,Labrador Retriever Mix,White,Transfer,Intact,Male
3,weeks,0.75,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
3,weeks,0.75,Labrador Retriever Mix,White,Transfer,Intact,Female
3,weeks,0.75,Australian Kelpie Mix,Black/White,Transfer,Intact,Female
4,weeks,1,Chow Chow Mix,Sable/Black,Transfer,Intact,Male
4,weeks,1,Blue Lacy/American Bulldog,Red,Transfer,Intact,Female
1,weeks,0.25,Shih Tzu Mix,White/Brown,Transfer,Intact,Female
2,weeks,0.5,Pit Bull Mix,White/Tricolor,Return_to_owner,Intact,Male
2,weeks,0.5,Chihuahua Shorthair/Jack Russell Terrier,White,Transfer,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Fawn/Black,Transfer,Intact,Male
4,weeks,1,Blue Lacy/American Bulldog,Black/White,Transfer,Intact,Male
4,weeks,1,Chihuahua Shorthair Mix,Tricolor,Return_to_owner,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Gold,Transfer,Intact,Female
2,weeks,0.5,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Female
3,weeks,0.75,Labrador Retriever Mix,White,Transfer,Intact,Male
3,weeks,0.75,Labrador Retriever Mix,White,Transfer,Intact,Male
3,weeks,0.75,Australian Kelpie Mix,Black/White,Transfer,Intact,Female
4,weeks,1,Chihuahua Shorthair Mix,Buff,Euthanasia,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,Tan,Transfer,Intact,Female
1,weeks,0.25,Chihuahua Shorthair Mix,White/Brown,Transfer,Unknown,
2,weeks,0.5,Pit Bull Mix,Black/White,Return_to_owner,Intact,Female
5,weeks,1.25,Australian Cattle Dog Mix,Black/Brown,Transfer,Intact,Female
2,weeks,0.5,Border Collie Mix,Black/White,Transfer,Intact,Female
1,weeks,0.25,Yorkshire Terrier Mix,Tan,Transfer,Intact,Male
3,weeks,0.75,Chihuahua Shorthair,Tan,Transfer,Intact,Female
4,weeks,1,Chow Chow Mix,Brown,Transfer,Intact,Female
4,weeks,1,German Shepherd Mix,Black/White,Died,Intact,Male
2,weeks,0.5,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Black/White,Transfer,Intact,Male
2,weeks,0.5,Pit Bull Mix,White/Blue,Return_to_owner,Intact,Male
1,weeks,0.25,Yorkshire Terrier Mix,Black/White,Transfer,Intact,Female
1,weeks,0.25,American Staffordshire Terrier,Black/Brown,Transfer,Intact,Female
4,weeks,1,Boston Terrier/Chihuahua Shorthair,Black/White,Transfer,Intact,Female
5,weeks,1.25,Australian Cattle Dog Mix,Tricolor,Transfer,Intact,Female
2,weeks,0.5,Labrador Retriever Mix,Brown Merle/Tan,Transfer,Intact,Male
3,weeks,0.75,Chihuahua Shorthair,Cream/White,Transfer,Intact,Female
3,weeks,0.75,Australian Kelpie Mix,Black/Brown,Transfer,Intact,Female
2,weeks,0.5,Anatol Shepherd Mix,Black,Transfer,Intact,Male
1,weeks,0.25,Australian Cattle Dog Mix,Cream/White,Transfer,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,Brown,Transfer,Intact,Male
4,weeks,1,Blue Lacy/American Bulldog,Brown/White,Transfer,Intact,Female
2,weeks,0.5,Pit Bull Mix,White/Tricolor,Return_to_owner,Intact,Female
2,weeks,0.5,Labrador Retriever Mix,White/Black,Transfer,Intact,Female
2,weeks,0.5,Chihuahua Shorthair/Jack Russell Terrier,White,Transfer,Intact,Male
4,weeks,1,German Shepherd/Mastiff,Tan/Black,Transfer,Intact,Female
1,weeks,0.25,Australian Cattle Dog Mix,Tricolor,Transfer,Intact,Male
2,weeks,0.5,Pit Bull Mix,Brown/White,Transfer,Intact,Male
3,weeks,0.75,Pit Bull Mix,Brown/White,Transfer,Intact,Male
2,weeks,0.5,Border Collie Mix,Chocolate/White,Transfer,Intact,Female
3,weeks,0.75,Pit Bull Mix,Black/White,Return_to_owner,Intact,Female
1,weeks,0.25,Australian Cattle Dog Mix,Tan/Brown,Transfer,Intact,Male
4,weeks,1,Blue Lacy/American Bulldog,Red,Transfer,Intact,Male
4,weeks,1,Chihuahua Shorthair Mix,Sable,Transfer,Intact,Male
2,weeks,0.5,Labrador Retriever Mix,Brown Merle,Transfer,Intact,Male
4,weeks,1,Boston Terrier/Chihuahua Shorthair,Black/White,Transfer,Intact,Female
3,weeks,0.75,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
