CSV_Age,Day_mth_year_cat,Pet_ageMonths,AnimalID,AnimalType,Breed,Color,DateTime,ID,Pet_Name,Outcome_Subtype,Outcome_Type,Pet_Sex
4,months,4.00,A711620,Dog,Australian Kelpie Mix,Black/White,13/9/2015 17:25,,Lily,,Adoption,Spayed Female
2,months,2.00,A687218,Dog,Border Collie Mix,Black/White,7/9/2014 16:30,,,Partner,Transfer,Neutered Male
10,months,10.00,A713771,Dog,Boxer Mix,Fawn/White,16/10/2015 19:03,,Roxie,,Adoption,Spayed Female
2,months,2.00,A673367,Dog,Labrador Retriever/Pit Bull,Tan,24/2/2014 17:07,,Smokey,,Adoption,Neutered Male
5,months,5.00,A692162,Dog,Pit Bull Mix,Brown/White,23/11/2014 15:30,,Diego,,Adoption,Neutered Male
11,months,11.00,A698523,Dog,Australian Shepherd Mix,Blue Merle/Tan,13/6/2015 14:58,,Hercules,,Return_to_owner,Neutered Male
5,months,5.00,A716609,Dog,German Shepherd Mix,Black/Brown,23/11/2015 18:33,,,,Return_to_owner,Spayed Female
3,months,3.00,A719228,Dog,Labrador Retriever Mix,Black,18/1/2016 15:10,,,Partner,Transfer,Intact Male
4,months,4.00,A664287,Dog,Chihuahua Shorthair Mix,Brown/White,6/10/2013 17:27,,Daisy,,Adoption,Spayed Female
11,months,11.00,A665918,Dog,Flat Coat Retriever Mix,Black/White,23/2/2014 15:26,,Panda,,Adoption,Neutered Male
11,months,11.00,A682792,Dog,American Pit Bull Terrier Mix,Black/White,16/8/2014 12:04,,Flo,Partner,Transfer,Spayed Female
2,months,2.00,A717470,Dog,Mastiff/Chinese Sharpei,White/Black,13/12/2015 14:03,,Mork,Partner,Transfer,Intact Male
4,months,4.00,A668325,Dog,Greyhound,Tan/White,6/12/2013 13:55,,Beau,Partner,Transfer,Intact Male
10,months,10.00,A693861,Dog,Pit Bull Mix,Blue/White,5/1/2015 17:17,,Molly,,Adoption,Spayed Female
8,months,8.00,A667897,Dog,Labrador Retriever Mix,Black,26/11/2013 18:22,,Layla,,Return_to_owner,Spayed Female
2,months,2.00,A666841,Dog,Labrador Retriever/Rottweiler,Black,8/11/2013 15:02,,,Partner,Transfer,Intact Male
8,months,8.00,A702172,Dog,Cairn Terrier Mix,Black/Tan,14/5/2015 17:31,,Freddy,,Adoption,Neutered Male
4,months,4.00,A681456,Dog,Labrador Retriever Mix,Tan/White,26/6/2014 15:31,,,Partner,Transfer,Neutered Male
6,months,6.00,A687253,Dog,Miniature Schnauzer/Miniature Poodle,Gray,3/9/2014 13:52,,Mini,Partner,Transfer,Spayed Female
6,months,6.00,A710252,Dog,Blue Lacy Mix,Fawn,24/8/2015 17:02,,,,Adoption,Spayed Female
10,months,10.00,A719571,Dog,Pit Bull Mix,Tan,4/2/2016 13:27,,Bo,,Adoption,Neutered Male
5,months,5.00,A686349,Dog,Dachshund/Dachshund,Black,30/8/2014 17:48,,Nova,,Adoption,Spayed Female
5,months,5.00,A699172,Dog,Catahoula Mix,Blue Merle/White,30/3/2015 12:07,,Glacie,,Adoption,Spayed Female
8,months,8.00,A693754,Dog,Rat Terrier Mix,White/Black,21/12/2014 18:03,,Lindy,,Adoption,Spayed Female
5,months,5.00,A696556,Dog,Chihuahua Shorthair/Jack Russell Terrier,Brown/White,10/2/2015 12:36,,Little Sox,Partner,Transfer,Neutered Male
10,months,10.00,A679331,Dog,Chihuahua Shorthair/Beagle,Buff/White,2/6/2014 19:00,,Louie,,Adoption,Neutered Male
10,months,10.00,A665156,Dog,Border Collie Mix,White/Black,19/10/2013 17:07,,Baby Elic,,Adoption,Spayed Female
3,months,3.00,A684535,Dog,Blue Lacy Mix,Blue/White,29/7/2014 16:56,,,,Adoption,Neutered Male
5,months,5.00,A672231,Dog,German Shepherd Mix,Black/Tan,11/2/2014 18:09,,,,Adoption,Spayed Female
2,months,2.00,A706323,Dog,Cocker Spaniel Mix,White/Black,30/6/2015 17:56,,,,Adoption,Spayed Female
2,months,2.00,A678981,Dog,Pit Bull Mix,Fawn/White,18/5/2014 11:39,,Paco,Partner,Transfer,Neutered Male
8,months,8.00,A707884,Dog,Chihuahua Shorthair Mix,Fawn,23/7/2015 18:57,,Abby,,Adoption,Spayed Female
4,months,4.00,A673644,Dog,Dachshund Wirehair Mix,Black/Tan,3/3/2014 16:58,,,Partner,Transfer,Neutered Male
2,months,2.00,A687599,Dog,Pointer Mix,White/Brown,12/9/2014 18:28,,Cai,,Adoption,Neutered Male
5,months,5.00,A699785,Dog,Shih Tzu,White/Blue Merle,2/4/2015 17:26,,,Partner,Transfer,Neutered Male
2,months,2.00,A682180,Dog,Border Terrier/Chihuahua Shorthair,Brown,29/6/2014 18:22,,,,Adoption,Neutered Male
6,months,6.00,A673343,Dog,Chihuahua Shorthair Mix,Black/White,25/2/2014 18:04,,Baby,,Adoption,Spayed Female
2,months,2.00,A697237,Dog,Chihuahua Shorthair Mix,White/Brown,26/2/2015 18:21,,Pinto,,Adoption,Neutered Male
11,months,11.00,A668304,Dog,Labrador Retriever/Dachshund,Black/White,30/1/2014 12:20,,,Foster,Adoption,Spayed Female
2,months,2.00,A693871,Dog,Labrador Retriever Mix,Fawn,20/12/2014 18:44,,,,Adoption,Spayed Female
2,months,2.00,A710370,Dog,German Shepherd Mix,Red,23/8/2015 19:13,,Guru Ramdas,,Return_to_owner,Neutered Male
10,months,10.00,A690335,Dog,Belgian Sheepdog Mix,Black/Cream,22/10/2014 19:13,,,,Adoption,Spayed Female
8,months,8.00,A709040,Dog,Chihuahua Shorthair Mix,Black/White,30/11/2015 11:58,,Raven,,Adoption,Spayed Female
4,months,4.00,A674790,Dog,Chihuahua Shorthair Mix,Red,23/3/2014 14:10,,Ginger,,Adoption,Spayed Female
2,months,2.00,A720611,Dog,Blue Lacy Mix,Tan/White,16/2/2016 16:53,,,,Adoption,Neutered Male
6,months,6.00,A718043,Dog,Boykin Span Mix,Black,26/12/2015 17:01,,Chester,,Adoption,Neutered Male
2,months,2.00,A699591,Dog,Dachshund Wirehair/Toy Poodle,Buff,4/4/2015 11:56,,Iris,,Adoption,Spayed Female
2,months,2.00,A681288,Dog,Australian Cattle Dog/Labrador Retriever,Tricolor,23/6/2014 12:20,,Sox,Partner,Transfer,Neutered Male
3,months,3.00,A720265,Dog,Australian Cattle Dog/Jack Russell Terrier,White/Brown,7/2/2016 12:53,,Martha,Partner,Transfer,Intact Female
6,months,6.00,A708427,Dog,Border Collie Mix,Black/White,3/8/2015 18:36,,Perinola,,Adoption,Spayed Female
3,months,3.00,A689843,Dog,Australian Cattle Dog Mix,Blue Merle,14/10/2014 17:07,,,,Adoption,Spayed Female
4,months,4.00,A717841,Dog,Pit Bull Mix,Tan/White,26/12/2015 12:43,,Max,Partner,Transfer,Intact Male
4,months,4.00,A702903,Dog,Chihuahua Shorthair,White/Tan,19/5/2015 14:42,,,Partner,Transfer,Intact Female
3,months,3.00,A691040,Dog,Labrador Retriever Mix,Black/White,2/11/2014 18:41,,,,Adoption,Neutered Male
7,months,7.00,A691488,Dog,Pit Bull Mix,Black Brindle/White,23/11/2014 14:01,,Baby,,Adoption,Spayed Female
10,months,10.00,A696568,Dog,Great Dane Mix,Black/White,14/2/2015 18:48,,Duke,,Adoption,Neutered Male
3,months,3.00,A719747,Dog,American Pit Bull Terrier Mix,White/Brown,31/1/2016 17:31,,Kimmy,,Adoption,Spayed Female
10,months,10.00,A717117,Dog,Irish Wolfhound/Australian Shepherd,Brown,27/12/2015 16:51,,Buddy,Partner,Transfer,Neutered Male
10,months,10.00,A689383,Dog,Miniature Poodle Mix,Apricot,7/10/2014 18:10,,Gilly,,Adoption,Spayed Female
2,months,2.00,A694114,Dog,Chihuahua Shorthair Mix,Yellow/White,24/12/2014 16:39,,,,Adoption,Neutered Male
3,months,3.00,A674686,Dog,Pit Bull/Chihuahua Shorthair,Chocolate/White,21/3/2014 16:31,,,Partner,Transfer,Spayed Female
2,months,2.00,A702671,Dog,Australian Cattle Dog Mix,Tricolor,22/5/2015 13:12,,Basil,,Adoption,Spayed Female
8,months,8.00,A720293,Dog,Catahoula/Australian Cattle Dog,White/Red,15/2/2016 17:14,,Rorschach,,Adoption,Neutered Male
10,months,10.00,A676120,Dog,Chihuahua Shorthair/Dachshund,Tan/Cream,8/4/2014 18:10,,Maggie Mae,,Adoption,Spayed Female
2,months,2.00,A717271,Dog,Collie Smooth/Labrador Retriever,Black/White,26/12/2015 12:55,,Cooper,Partner,Transfer,Intact Female
10,months,10.00,A664881,Dog,Chihuahua Longhair Mix,Tan,16/10/2013 18:45,,Minnie,,Adoption,Spayed Female
2,months,2.00,A686927,Dog,Labrador Retriever,White,4/9/2014 17:02,,Tucker,,Adoption,Neutered Male
5,months,5.00,A719862,Dog,Black Mouth Cur Mix,Tan/White,2/2/2016 17:30,,Brunhilde,Partner,Transfer,Spayed Female
2,months,2.00,A711278,Dog,Chihuahua Shorthair/Beagle,Brown/Black,10/9/2015 18:03,,,,Adoption,Spayed Female
6,months,6.00,A719739,Dog,Anatol Shepherd/Border Collie,Tricolor,6/2/2016 12:55,,Dahlia,,Adoption,Spayed Female
3,months,3.00,A692158,Dog,Chihuahua Shorthair Mix,Yellow,15/11/2014 15:31,,,Suffering,Euthanasia,Intact Female
5,months,5.00,A710959,Dog,Cairn Terrier Mix,Tan,31/8/2015 17:13,,,,Return_to_owner,Intact Female
2,months,2.00,A695408,Dog,Rottweiler/German Shepherd,Sable,18/1/2015 8:42,,,Offsite,Adoption,Spayed Female
2,months,2.00,A672238,Dog,Boxer/Catahoula,Tan/White,22/2/2014 18:50,,Roscoe,,Adoption,Neutered Male
4,months,4.00,A666457,Dog,Dachshund/Bloodhound,Brown/White,7/11/2013 13:00,,,Partner,Transfer,Spayed Female
9,months,9.00,A677340,Dog,Dachshund Mix,Brown/Tan,27/4/2014 18:24,,Poppy,,Adoption,Neutered Male
7,months,7.00,A705567,Dog,Great Pyrenees/Border Collie,White/Black,21/6/2015 17:39,,Tootsie,,Return_to_owner,Spayed Female
8,months,8.00,A684405,Dog,Labrador Retriever Mix,Yellow,25/7/2014 18:14,,Blanca,,Return_to_owner,Spayed Female
11,months,11.00,A664767,Dog,Plott Hound/Pit Bull,Brown Brindle/White,21/5/2014 18:14,,Tasha Yar,,Adoption,Spayed Female
6,months,6.00,A711481,Dog,German Shepherd,Sable,11/9/2015 18:12,,Cena,,Adoption,Spayed Female
2,months,2.00,A692082,Dog,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream/White,18/11/2014 18:39,,King,,Adoption,Neutered Male
2,months,2.00,A674112,Dog,Australian Cattle Dog,Red Tick/White,14/3/2014 17:21,,Merrick,,Adoption,Spayed Female
3,months,3.00,A675003,Dog,Catahoula Mix,White/Brown Brindle,29/3/2014 17:56,,Jones,Partner,Transfer,Neutered Male
2,months,2.00,A668790,Dog,Australian Shepherd Mix,Tricolor,18/12/2013 18:04,,St. Nicks,,Adoption,Neutered Male
2,months,2.00,A705150,Dog,Staffordshire Mix,Brown/Black,20/6/2015 17:34,,Jax,,Return_to_owner,Neutered Male
2,months,2.00,A664032,Dog,German Shepherd Mix,Black/Tan,1/10/2013 17:18,,Parker,,Adoption,Spayed Female
11,months,11.00,A714631,Dog,Great Pyrenees Mix,White/Tan,2/11/2015 17:22,,Sven,,Adoption,Neutered Male
6,months,6.00,A716152,Dog,Pit Bull Mix,Black,10/12/2015 16:58,,Zippee,Partner,Transfer,Intact Female
2,months,2.00,A710215,Dog,Great Pyrenees/Catahoula,White/Brown Merle,24/8/2015 19:02,,Reese'S,,Adoption,Neutered Male
2,months,2.00,A679702,Dog,Australian Shepherd Mix,Black/White,30/6/2014 18:49,,,Foster,Adoption,Spayed Female
6,months,6.00,A672264,Dog,Golden Retriever Mix,Buff,11/2/2014 17:51,,Aster,,Adoption,Spayed Female
3,months,3.00,A702708,Dog,Siberian Husky Mix,Black/White,17/5/2015 11:33,,Cabron,,Return_to_owner,Neutered Male
5,months,5.00,A668065,Dog,Dachshund Mix,Black/Brown,8/12/2013 15:33,,,Partner,Transfer,Spayed Female
5,months,5.00,A710611,Dog,Dachshund Mix,Brown/White,31/8/2015 14:23,,Tootsie,Partner,Transfer,Neutered Male
2,months,2.00,A667209,Dog,Pit Bull/Labrador Retriever,Brown Brindle/Blue Cream,17/11/2013 12:27,,Stark,,Adoption,Intact Male
5,months,5.00,A674544,Dog,Labrador Retriever Mix,Red,17/3/2014 16:49,,,,Adoption,Neutered Male
3,months,3.00,A709095,Dog,Carolina Dog Mix,Red,9/8/2015 13:20,,Dorado,,Adoption,Neutered Male
2,months,2.00,A674707,Dog,Soft Coated Wheaten Terrier Mix,Buff/Tan,22/3/2014 9:56,,Ziggy,,Adoption,Intact Female
2,months,2.00,A687188,Dog,Pit Bull Mix,White,6/9/2014 18:10,,Miss Sally,,Adoption,Spayed Female
2,months,2.00,A707031,Dog,Collie Smooth Mix,Cream/Tan,19/7/2015 12:34,,Bristol,,Adoption,Intact Female
8,months,8.00,A673869,Dog,Australian Shepherd Mix,White/Black,11/3/2014 13:53,,Sweetie Pie,,Adoption,Spayed Female
6,months,6.00,A695033,Dog,Pit Bull Mix,Black/White,12/1/2015 12:31,,Hampton,Partner,Transfer,Neutered Male
5,months,5.00,A685948,Dog,Chihuahua Longhair Mix,Chocolate,26/8/2014 18:08,,Haley,,Adoption,Spayed Female
2,months,2.00,A716148,Dog,Catahoula Mix,Brown Brindle/White,23/12/2015 12:21,,,Foster,Adoption,Neutered Male
3,months,3.00,A675534,Dog,Shetland Sheepdog/Cardigan Welsh Corgi,Black/Tan,1/4/2014 18:25,,Cookie-Poo,,Return_to_owner,Spayed Female
8,months,8.00,A698646,Dog,Anatol Shepherd/Redbone Hound,Sable,23/3/2015 17:05,,Wesson,,Adoption,Neutered Male
6,months,6.00,A694154,Dog,Shih Tzu/Miniature Poodle,Black,22/12/2014 17:31,,Sofia,,Return_to_owner,Spayed Female
5,months,5.00,A675195,Dog,Chihuahua Shorthair Mix,Black/Brown,30/3/2014 14:15,,,,Adoption,Spayed Female
4,months,4.00,A673615,Dog,American Eskimo Mix,Cream,3/3/2014 18:20,,,,Adoption,Spayed Female
3,months,3.00,A681215,Dog,Labrador Retriever/Catahoula,White/Brown,15/6/2014 17:02,,,Partner,Transfer,Spayed Female
7,months,7.00,A703152,Dog,German Shepherd Mix,Red Tick,26/5/2015 11:53,,Jesse,Partner,Transfer,Spayed Female
2,months,2.00,A697304,Dog,Chihuahua Shorthair Mix,White,22/2/2015 17:39,,Frisky,,Adoption,Neutered Male
10,months,10.00,A703717,Dog,Labrador Retriever/German Shepherd,Black/White,17/10/2015 19:51,,Rex,,Adoption,Neutered Male
6,months,6.00,A678982,Dog,Chihuahua Shorthair Mix,Brown/Black,14/5/2014 18:52,,,Partner,Transfer,Intact Male
5,months,5.00,A664154,Dog,Beagle Mix,Red/White,5/10/2013 17:02,,,,Adoption,Spayed Female
2,months,2.00,A682181,Dog,Chihuahua Shorthair/Cairn Terrier,Tan,29/6/2014 17:10,,,Partner,Transfer,Neutered Male
11,months,11.00,A675113,Dog,Australian Cattle Dog/Jack Russell Terrier,White/Black,30/3/2014 15:03,,Spot,,Adoption,Neutered Male
6,months,6.00,A686738,Dog,Catahoula/Boxer,Brown/White,19/10/2014 13:04,,Ace,,Adoption,Neutered Male
2,months,2.00,A685386,Dog,Labrador Retriever Mix,Black,24/8/2014 15:13,,Kota,,Adoption,Spayed Female
7,months,7.00,A697246,Dog,Border Collie Mix,White/Black,24/2/2015 13:42,,,Partner,Transfer,Intact Male
2,months,2.00,A716371,Dog,Boxer Mix,Sable,5/1/2016 14:08,,,Foster,Adoption,Neutered Male
3,months,3.00,A700689,Dog,Boston Terrier/Chihuahua Shorthair,Black/White,22/4/2015 17:36,,,,Adoption,Spayed Female
4,months,4.00,A681569,Dog,Labrador Retriever/Blue Lacy,Black,10/10/2014 15:15,,Smokey,Foster,Adoption,Neutered Male
7,months,7.00,A692607,Dog,Labrador Retriever Mix,Brown,29/11/2014 16:56,,,Partner,Transfer,Neutered Male
2,months,2.00,A689443,Dog,Doberman Pinsch Mix,Black/Tan,9/10/2014 17:29,,,Partner,Transfer,Spayed Female
2,months,2.00,A674572,Dog,Carolina Dog Mix,Tan/Black,23/3/2014 12:52,,Newton,,Adoption,Spayed Female
6,months,6.00,A702570,Dog,Belgian Malinois,Brown/Black,19/5/2015 17:30,,,,Adoption,Neutered Male
8,months,8.00,A699134,Dog,Catahoula Mix,Chocolate/White,26/3/2015 15:41,,,Partner,Transfer,Intact Female
4,months,4.00,A710458,Dog,Siberian Husky Mix,Gray/Black,28/8/2015 12:13,,,Partner,Transfer,Intact Female
8,months,8.00,A720261,Dog,Labrador Retriever Mix,Black/White,6/2/2016 16:05,,Ranger,,Return_to_owner,Neutered Male
2,months,2.00,A679155,Dog,Labrador Retriever/German Shepherd,Sable,17/7/2014 14:27,,,Foster,Adoption,Neutered Male
2,months,2.00,A720048,Dog,Chihuahua Shorthair Mix,Black,5/2/2016 14:53,,,Partner,Transfer,Intact Female
2,months,2.00,A707043,Dog,Vizsla Mix,Red/White,10/7/2015 17:15,,,,Adoption,Spayed Female
2,months,2.00,A699825,Dog,Shih Tzu,Chocolate/White,4/6/2015 9:25,,Butch,Foster,Adoption,Neutered Male
3,months,3.00,A709659,Dog,Chihuahua Shorthair Mix,Tan,17/9/2015 12:05,,,Foster,Adoption,Neutered Male
6,months,6.00,A684917,Dog,Pointer/Labrador Retriever,Black/White,4/8/2014 17:17,,Lexi,,Adoption,Spayed Female
2,months,2.00,A695239,Dog,Standard Poodle Mix,Black/White,17/1/2015 20:18,,,Offsite,Adoption,Neutered Male
2,months,2.00,A687374,Dog,Australian Cattle Dog Mix,Brown/White,8/9/2014 18:25,,Shiner,,Adoption,Neutered Male
5,months,5.00,A663914,Dog,Labrador Retriever/Flat Coat Retriever,Black,18/12/2013 16:43,,Kona,,Adoption,Spayed Female
2,months,2.00,A690611,Dog,Cardigan Welsh Corgi Mix,Sable,25/10/2014 12:46,,,Partner,Transfer,Intact Male
2,months,2.00,A680645,Dog,Border Collie Mix,Black/White,7/7/2014 16:05,,Leyah,,Adoption,Spayed Female
2,months,2.00,A678188,Dog,Basset Hound/Pointer,Black/White,10/5/2014 11:32,,,,Adoption,Spayed Female
7,months,7.00,A720684,Dog,Labrador Retriever Mix,Tricolor/White,14/2/2016 17:35,,Oreo,,Return_to_owner,Neutered Male
2,months,2.00,A688717,Dog,Labrador Retriever/Border Collie,Black/White,8/11/2014 18:00,,Piglet,Foster,Adoption,Spayed Female
2,months,2.00,A664871,Dog,Labrador Retriever Mix,Tan/White,14/10/2013 17:58,,Perla,,Adoption,Spayed Female
3,months,3.00,A706048,Dog,Dachshund Mix,Brown/Black,25/7/2015 11:43,,Korra,,Adoption,Spayed Female
9,months,9.00,A719110,Dog,Labrador Retriever Mix,Black/Brown,23/1/2016 17:44,,Pippy,,Return_to_owner,Spayed Female
11,months,11.00,A705247,Dog,Basset Hound Mix,Brown/White,14/7/2015 11:46,,Lucy,Partner,Transfer,Spayed Female
10,months,10.00,A665678,Dog,Pit Bull Mix,Black Brindle/White,2/11/2013 11:15,,,,Adoption,Neutered Male
2,months,2.00,A693896,Dog,Labrador Retriever Mix,Black/White,20/12/2014 18:40,,,,Adoption,Neutered Male
4,months,4.00,A665763,Dog,Cairn Terrier Mix,Tan/White,26/10/2013 18:32,,,,Adoption,Neutered Male
8,months,8.00,A684221,Dog,German Shepherd Mix,Black/Tan,30/8/2014 12:08,,Diamond,Foster,Adoption,Spayed Female
8,months,8.00,A694706,Dog,German Shepherd Mix,Sable,3/1/2015 18:51,,June,,Return_to_owner,Spayed Female
6,months,6.00,A703476,Dog,Pit Bull,Black/White,29/5/2015 17:01,,,,Adoption,Spayed Female
5,months,5.00,A711435,Dog,Dachshund/Labrador Retriever,Brown Brindle,10/9/2015 12:41,,Minnie,Partner,Transfer,Intact Female
8,months,8.00,A710618,Dog,Chihuahua Shorthair Mix,Tan,21/9/2015 17:50,,Toffee,Partner,Transfer,Neutered Male
2,months,2.00,A702103,Dog,Rat Terrier Mix,Tricolor,15/6/2015 13:12,,Phoebe,Foster,Adoption,Spayed Female
7,months,7.00,A702013,Dog,Rat Terrier Mix,Tricolor,7/5/2015 18:46,,,Partner,Transfer,Intact Female
5,months,5.00,A678947,Dog,Chihuahua Shorthair Mix,Black,14/6/2014 13:09,,Daisy,,Adoption,Spayed Female
4,months,4.00,A686821,Dog,Beagle/Rat Terrier,Tricolor,31/8/2014 17:35,,Storm,,Adoption,Spayed Female
5,months,5.00,A682167,Dog,Border Collie Mix,Black/White,29/6/2014 19:05,,Zoey,,Adoption,Spayed Female
8,months,8.00,A684981,Dog,Boxer Mix,Brown Brindle/White,5/8/2014 17:33,,Sable,,Adoption,Spayed Female
2,months,2.00,A720977,Dog,Pit Bull Mix,White/Brown,20/2/2016 21:17,,Apollo,,Adoption,Neutered Male
2,months,2.00,A679161,Dog,Labrador Retriever/German Shepherd,Buff,17/7/2014 14:27,,,Foster,Adoption,Neutered Male
2,months,2.00,A687313,Dog,Chihuahua Shorthair Mix,Tan/White,7/9/2014 18:30,,Westin,,Adoption,Neutered Male
3,months,3.00,A664590,Dog,Anatol Shepherd Mix,White,7/10/2013 16:59,,Sesame,,Adoption,Spayed Female
10,months,10.00,A700852,Dog,Siberian Husky Mix,Red/White,23/4/2015 12:46,,Luna,,Return_to_owner,Spayed Female
10,months,10.00,A692982,Dog,American Pit Bull Terrier Mix,Red/White,8/12/2014 14:48,,Pumpkin,,Adoption,Spayed Female
5,months,5.00,A691819,Dog,Australian Cattle Dog/Boxer,White/Black,15/11/2014 14:31,,,Partner,Transfer,Spayed Female
2,months,2.00,A675235,Dog,Plott Hound/Labrador Retriever,Brown Brindle,30/3/2014 18:30,,Princess,,Adoption,Spayed Female
3,months,3.00,A720266,Dog,Australian Cattle Dog/Jack Russell Terrier,Black/White,7/2/2016 12:53,,Richie,Partner,Transfer,Intact Male
4,months,4.00,A689026,Dog,Pug/Chihuahua Shorthair,Sable,29/9/2014 16:50,,Gordo,Partner,Transfer,Neutered Male
3,months,3.00,A696533,Dog,Australian Cattle Dog Mix,Tan/White,15/2/2015 12:08,,Daisy,,Adoption,Spayed Female
6,months,6.00,A690951,Dog,Rhod Ridgeback Mix,Red,29/10/2014 13:09,,Boss,,Return_to_owner,Intact Male
4,months,4.00,A707342,Dog,Labrador Retriever Mix,Black/White,16/7/2015 16:56,,Jack,,Adoption,Neutered Male
2,months,2.00,A713777,Dog,Border Collie/Dachshund,White/Red,17/10/2015 16:51,,,,Return_to_owner,Intact Female
3,months,3.00,A709014,Dog,Treeing Cur Mix,Black,8/8/2015 14:18,,,Partner,Transfer,Intact Female
2,months,2.00,A693763,Dog,Keeshond,Brown/Black,18/12/2014 18:04,,,,Adoption,Neutered Male
5,months,5.00,A706015,Dog,Dachshund/Rat Terrier,Red Merle/White,2/7/2015 15:24,,,Partner,Transfer,Intact Male
4,months,4.00,A709971,Dog,Miniature Schnauzer Mix,Black/Tan,17/8/2015 18:12,,Marley,,Return_to_owner,Intact Female
10,months,10.00,A714285,Dog,Labrador Retriever Mix,Black/White,22/11/2015 19:22,,Oso,,Adoption,Neutered Male
8,months,8.00,A675649,Dog,Yorkshire Terrier Mix,White/Brown,1/4/2014 18:08,,Anna Nicole,,Return_to_owner,Spayed Female
2,months,2.00,A684298,Dog,Chihuahua Shorthair Mix,White/Tan,27/7/2014 13:58,,Ninja,Partner,Transfer,Intact Male
2,months,2.00,A696156,Dog,Cairn Terrier/Border Collie,Black/White,1/2/2015 17:51,,,,Adoption,Spayed Female
2,months,2.00,A697175,Dog,Labrador Retriever/Australian Cattle Dog,Black/White,23/2/2015 17:47,,Nani,,Adoption,Spayed Female
5,months,5.00,A699453,Dog,Labrador Retriever/Border Collie,Black,25/4/2015 16:28,,Fanchon,Partner,Transfer,Spayed Female
2,months,2.00,A709877,Dog,Catahoula Mix,White/Blue,23/8/2015 19:43,,Frenchie,,Adoption,Spayed Female
7,months,7.00,A671261,Dog,Chihuahua Shorthair Mix,Tan,26/1/2014 18:53,,Wesley,Partner,Transfer,Intact Male
5,months,5.00,A711238,Dog,Cairn Terrier Mix,Black/Brown,13/9/2015 15:40,,Rocket,,Adoption,Neutered Male
5,months,5.00,A674546,Dog,Labrador Retriever/German Shepherd,Tan,22/3/2014 14:00,,Dermott,,Adoption,Neutered Male
2,months,2.00,A701676,Dog,Labrador Retriever Mix,Black/White,12/5/2015 12:02,,Soda Pop,Partner,Transfer,Neutered Male
8,months,8.00,A696968,Dog,Chow Chow Mix,Tan,19/2/2015 18:34,,,,Adoption,Spayed Female
6,months,6.00,A693470,Dog,Pit Bull Mix,Brown/White,20/12/2014 16:05,,Frito,,Adoption,Neutered Male
3,months,3.00,A679048,Dog,Pointer Mix,White/Orange,22/5/2014 18:31,,Zoey,,Adoption,Spayed Female
3,months,3.00,A677289,Dog,Beagle Mix,White/Brown,28/4/2014 11:20,,,In Kennel,Died,Intact Female
2,months,2.00,A679409,Dog,Labrador Retriever Mix,Buff,27/5/2014 18:29,,Cooper,,Adoption,Neutered Male
4,months,4.00,A670913,Dog,Catahoula/Plott Hound,Brown Merle,28/3/2014 13:18,,Thelonious,,Return_to_owner,Neutered Male
4,months,4.00,A696015,Dog,Pit Bull/Pointer,Black/White,31/1/2015 18:08,,,,Adoption,Neutered Male
3,months,3.00,A689101,Dog,Dachshund Mix,Black/Tan,3/10/2014 16:44,,Rylie,,Adoption,Spayed Female
10,months,10.00,A674147,Dog,Pit Bull Mix,Brown,17/3/2014 17:54,,Pya,,Return_to_owner,Spayed Female
2,months,2.00,A695749,Dog,Anatol Shepherd Mix,White/Brown,25/1/2015 18:36,,Bentley,,Adoption,Neutered Male
5,months,5.00,A679483,Dog,German Shepherd Mix,Tricolor,17/6/2014 13:26,,Charlie,Partner,Transfer,Neutered Male
11,months,11.00,A707131,Dog,Pit Bull Mix,Black,12/7/2015 12:09,,Clemmie,Partner,Transfer,Intact Female
2,months,2.00,A665684,Dog,Chihuahua Shorthair Mix,Brown/White,2/11/2013 12:18,,Pete,,Adoption,Intact Male
5,months,5.00,A719249,Dog,German Shepherd Mix,Black/Brown,20/1/2016 18:07,,Miso,,Adoption,Spayed Female
2,months,2.00,A690993,Dog,Plott Hound Mix,Brown Brindle,3/11/2014 18:32,,Aragorn,,Adoption,Neutered Male
10,months,10.00,A689554,Dog,Siberian Husky Mix,Black/White,20/10/2014 12:42,,Moscow,Partner,Transfer,Spayed Female
10,months,10.00,A707375,Dog,Pit Bull,Brown/White,28/11/2015 17:31,,Candy Cane,,Adoption,Spayed Female
10,months,10.00,A700287,Dog,Labrador Retriever,Black/White,6/6/2015 14:06,,Austin,,Adoption,Neutered Male
4,months,4.00,A686562,Dog,Chihuahua Shorthair Mix,Black,3/12/2014 7:49,,Zooey,Foster,Adoption,Spayed Female
7,months,7.00,A681113,Dog,Chihuahua Shorthair/Jack Russell Terrier,Tricolor,24/6/2014 17:28,,Rocky,,Return_to_owner,Neutered Male
2,months,2.00,A676215,Dog,German Shepherd Mix,Sable,11/4/2014 18:13,,,,Adoption,Neutered Male
2,months,2.00,A697310,Dog,Jack Russell Terrier Mix,White/Brown,23/2/2015 18:27,,Sadie,,Adoption,Spayed Female
10,months,10.00,A693913,Dog,Chihuahua Shorthair Mix,Tan,13/2/2015 11:24,,Tobias,Partner,Transfer,Neutered Male
3,months,3.00,A681283,Dog,Cairn Terrier Mix,Brown,20/6/2014 17:51,,,,Adoption,Neutered Male
5,months,5.00,A662774,Dog,Labrador Retriever/German Shepherd,Brown/Black,19/10/2013 19:02,,Misty,,Adoption,Spayed Female
